id,cliente_id,endereco
624,2362,"Largo Viana, 81, Heliopolis, 79043-879 Costa / RR"
625,1924,"Vale de Nunes, 443, Cinquentenário, 49643-425 Aparecida / AC"
626,1179,"Aeroporto de Cirino, 6, Rio Branco, 87949273 Garcia / PA"
627,1098,"Quadra Mendonça, 249, João Alfredo, 07377-610 Almeida / MA"
628,1036,"Estrada Laura Brito, 54, Atila De Paiva, 47139925 Alves Paulista / PI"
629,867,"Travessa Heloisa Ferreira, 68, Vila Jardim São José, 08460356 Marques do Galho / RO"
630,1652,"Pátio Fonseca, Vila Maria, 45878849 da Mota / RO"
631,2805,"Parque Castro, Miramar, 11301-215 Cavalcanti / ES"
632,37,"Vale Costela, 62, Anchieta, 57900539 da Costa / BA"
633,2607,"Núcleo João Gabriel Sampaio, 81, Vila Santo Antônio Barroquinha, 56702-937 Martins de Minas / RO"
634,212,"Viela Benicio Novaes, 7, Renascença, 20680420 Rezende / RO"
635,2145,"Loteamento de Castro, 13, Frei Leopoldo, 39761622 Nunes / PR"
636,288,"Distrito de Vieira, 82, Cardoso, 30176-469 Correia / RN"
637,43,"Aeroporto Maria Helena Rocha, 98, Mirante, 19332227 Sá do Oeste / PA"
638,2620,"Lagoa da Cruz, Vila Ecológica, 53465985 Fonseca / PI"
639,1166,"Esplanada Gomes, 377, Grotinha, 79841473 Nogueira das Flores / AP"
640,633,"Feira Gomes, 90, Vale Do Jatoba, 24935-391 Almeida / AL"
641,577,"Distrito Dante Rezende, 1, Vila Santo Antônio, 27821-336 da Rocha / PA"
642,2078,"Praça Leandro Brito, 9, Conjunto Califórnia I, 10172-713 Pereira / GO"
643,552,"Estrada Yan Mendonça, 7, Vila Nova Cachoeirinha 3ª Seção, 17953793 Moraes / AM"
644,470,"Favela Farias, 38, Minaslandia, 06845383 Pacheco / AP"
645,1361,"Vale da Conceição, 64, Canadá, 55344427 Monteiro / RN"
646,27,"Passarela Josué Macedo, 99, São Bernardo, 47713839 Martins de Rocha / RO"
647,1325,"Área Maria Sophia Pacheco, 22, Braúnas, 40771-076 Casa Grande do Amparo / CE"
648,596,"Conjunto Luara Monteiro, 13, Vila Engenho Nogueira, 78213009 Silva / PA"
649,1353,"Feira Davi Lucas Viana, 23, Vila Cemig, 48316036 Rezende / ES"
650,2369,"Recanto de Peixoto, 93, Atila De Paiva, 62558964 Cassiano Verde / AL"
651,257,"Aeroporto de Novais, 38, Vila São Francisco, 32421-108 Rios da Mata / TO"
652,353,"Fazenda Ribeiro, 857, Vila Nova Dos Milionarios, 53746934 Camargo de Nogueira / GO"
653,1528,"Esplanada de Ribeiro, 8, Corumbiara, 82270603 Cavalcante da Praia / SC"
654,849,"Trevo Castro, 591, Fernão Dias, 64587442 Lopes / RO"
655,1040,"Alameda Marques, 9, Caiçaras, 29023869 Sampaio da Serra / SP"
656,1848,"Vereda de Abreu, 4, Venda Nova, 80981-467 Cavalcante de Cavalcanti / MT"
657,1360,"Loteamento Rocha, 23, Novo Ouro Preto, 79217948 Jesus / PE"
658,2795,"Setor Costa, 754, João Paulo Ii, 13030-241 Teixeira / SE"
659,1988,"Feira Luiz Fernando da Rosa, 20, Vila Mantiqueira, 52928985 Carvalho / PI"
660,1928,"Distrito Manuela Pastor, 7, Jaqueline, 09360-121 Silva do Norte / AL"
661,2195,"Alameda Barbosa, 6, Jardim Guanabara, 22564737 Farias / DF"
662,2157,"Lagoa de Borges, 6, Vila Olhos D'água, 67298779 Andrade de Cunha / ES"
663,346,"Passarela João Lucas Gonçalves, 31, Vila Barragem Santa Lúcia, 36707309 Duarte da Mata / CE"
664,332,"Ladeira de Farias, 76, Estrela, 13872-250 Brito / CE"
665,1293,"Pátio Henry Costela, 2, Nova Suíça, 31685-750 Albuquerque / RO"
666,1798,"Setor de Rezende, 45, Brasil Industrial, 41490-735 Andrade do Oeste / PE"
667,1572,"Viaduto Barros, 89, Lajedo, 98066-148 Mendonça da Prata / PR"
668,1652,"Via Alves, 34, Vila Betânia, 80396-158 da Rocha / AP"
669,2221,"Lago de Ramos, Itapoa, 01037-022 Mendes / RJ"
670,1967,"Viela Luigi Aragão, 49, Pongelupe, 93326-439 Nunes / MT"
671,2259,"Avenida Garcia, 20, Marieta 2ª Seção, 13901867 Nascimento de das Neves / MG"
672,1745,"Quadra Renan Rezende, 52, Jardinópolis, 90660-531 Câmara / RR"
673,2125,"Estação de Nogueira, 40, Minas Brasil, 25715-320 Monteiro / PA"
674,304,"Vereda Vasconcelos, Outro, 94991-378 Siqueira / SE"
675,899,"Parque Ravi Lucca Macedo, 2, Jardim Alvorada, 20984944 da Paz de Nascimento / SP"
676,589,"Distrito de Nogueira, 58, Corumbiara, 32939-229 da Mota da Mata / RR"
677,2639,"Esplanada Davi Lucas Camargo, 8, São Bernardo, 72938-633 Aragão / SE"
678,1637,"Fazenda de Fernandes, Jardim Atlântico, 46046-899 Souza Alegre / PR"
679,2095,"Morro Marcos Vinicius Araújo, 56, Vila Novo São Lucas, 26145761 Castro de Martins / AC"
680,1284,"Avenida de Barbosa, Alípio De Melo, 08805-233 Porto / DF"
681,607,"Lago de Pinto, 53, São Benedito, 01541-467 Costa / SP"
682,289,"Rua Machado, Barão Homem De Melo 3ª Seção, 87636089 Barros / TO"
683,587,"Praça Yuri Mendonça, Conjunto Lagoa, 93766138 Sales do Sul / RN"
684,639,"Aeroporto Ribeiro, 8, Coqueiros, 49335254 Rodrigues / CE"
685,142,"Campo de Fonseca, 46, Esplanada, 56442-515 Nascimento / ES"
686,1574,"Rua Pedro Lucas da Conceição, 468, Corumbiara, 55925-558 Carvalho de Azevedo / MT"
687,2641,"Esplanada de Moura, 9, Senhor Dos Passos, 29450747 da Luz / RR"
688,2316,"Rodovia Manuela Cardoso, 2, Universitário, 93139896 Ribeiro do Galho / PI"
689,475,"Distrito de Costela, 404, São Gonçalo, 01439504 Correia / RJ"
690,2721,"Ladeira Araújo, 489, São Paulo, 72151473 da Luz de Souza / MS"
691,279,"Morro de Freitas, 20, Vila Pinho, 28714111 da Paz das Pedras / MG"
692,2148,"Praça Josué Rezende, 7, Vera Cruz, 19321-976 Pacheco / MA"
693,1097,"Rodovia Albuquerque, 5, Miramar, 44631046 Ferreira / CE"
694,2316,"Lago Macedo, 505, Betânia, 54626-741 Farias de Fonseca / MG"
695,1240,"Via de Brito, Acaiaca, 34214-884 Ramos / MG"
696,1443,"Travessa Fernandes, 38, Padre Eustáquio, 72435-566 Ramos de Albuquerque / MT"
697,2727,"Favela Mendes, 71, Vila Batik, 59724-866 Monteiro / MS"
698,2978,"Sítio Julia Macedo, 8, Vila São Gabriel Jacui, 27979608 Sampaio do Norte / CE"
699,1954,"Viela de Cunha, 8, Saudade, 57707140 Machado de Leão / AM"
700,1648,"Morro de da Cruz, Pousada Santo Antonio, 64900-157 da Rocha / AP"
701,2423,"Alameda Asafe Macedo, 5, Jardim Leblon, 56881429 Fonseca de Silva / RN"
702,1308,"Travessa de Borges, 5, Santa Terezinha, 11577-612 Rezende da Serra / PB"
703,2743,"Ladeira de Farias, 157, Vila Maria, 01029-156 da Cruz / AC"
704,2550,"Setor de Garcia, 3, Vila Engenho Nogueira, 66334-147 da Mota dos Dourados / RO"
705,1912,"Colônia Igor Barbosa, 13, Vila Pinho, 31034-197 Pires de Cassiano / TO"
706,2099,"Núcleo Duarte, 17, Jardim Atlântico, 93621-633 da Costa / PB"
707,1415,"Ladeira das Neves, 913, Teixeira Dias, 68042-804 Andrade / MG"
708,952,"Travessa de Cavalcante, Nossa Senhora Da Aparecida, 14843473 Pimenta Grande / PR"
709,2057,"Loteamento Jesus, 54, João Pinheiro, 92702-038 Vargas de Aparecida / AP"
710,154,"Jardim da Conceição, 8, Conjunto Novo Dom Bosco, 67523-870 Ribeiro / PB"
711,2971,"Rua da Cunha, 1, Vista Alegre, 99859732 Fernandes de Lima / ES"
712,1573,"Estação Pimenta, 85, Silveira, 85934170 Santos / AP"
713,1500,"Distrito Zoe Araújo, 542, Marajó, 36470680 Aragão / PR"
714,1402,"Lagoa de Abreu, 32, Pompéia, 42514004 Santos de Goiás / AM"
715,2099,"Distrito de Moura, 19, Vila De Sá, 81406-867 Vargas de da Paz / RO"
716,29,"Loteamento Amanda Pereira, 21, Embaúbas, 19055854 Peixoto / CE"
717,1024,"Estação Dante Aragão, Vila Dos Anjos, 09503410 Souza de Nascimento / BA"
718,2353,"Distrito de Gonçalves, 48, Jardim Atlântico, 89567-644 Pereira / BA"
719,316,"Ladeira de Mendonça, 38, Goiania, 13470599 da Paz da Mata / CE"
720,1947,"Favela de Cassiano, 95, Vila Antena Montanhês, 77991658 Correia / TO"
721,455,"Sítio de Rios, 12, Minas Brasil, 75055793 Castro / RS"
722,1508,"Estrada Cauã Machado, 35, Taquaril, 93697-326 Porto do Galho / PI"
723,1783,"Fazenda Pimenta, 14, Nova Cintra, 77354-913 Montenegro / RO"
724,2536,"Rodovia de Andrade, 29, Gutierrez, 53754673 Correia do Amparo / SE"
725,999,"Via Evelyn Moreira, 99, Horto, 78294-925 Pires / RJ"
726,2236,"Campo Barbosa, 59, Jaqueline, 28958127 Gonçalves de Carvalho / RS"
727,100,"Largo Freitas, 825, Caiçaras, 75883-020 Martins de Aragão / MS"
728,2125,"Pátio Raquel da Mata, 22, Vila Barragem Santa Lúcia, 47170-096 Garcia / RO"
729,2080,"Lago Thales Cassiano, 9, Jaraguá, 36259-313 Silva / RS"
730,458,"Passarela Castro, Vila São Gabriel Jacui, 23691273 Abreu do Norte / PE"
731,165,"Chácara Yan Aparecida, 9, Cônego Pinheiro 2ª Seção, 29441-362 Martins / TO"
732,2335,"Fazenda Bruna Costa, 40, Horto Florestal, 79533587 Monteiro de Goiás / MG"
733,1470,"Distrito Matteo da Mota, 17, Santa Maria, 28515-544 Vieira / RO"
734,163,"Quadra de Carvalho, 10, Serra Verde, 06716709 Teixeira de Minas / AL"
735,1499,"Largo Cavalcanti, 68, Providencia, 32149-483 Pinto de Costela / MT"
736,737,"Recanto de Freitas, Olaria, 09814093 da Luz / AL"
737,1397,"Praia Cecilia Ferreira, 45, Nossa Senhora Aparecida, 78266-792 Fogaça / AC"
738,1103,"Favela Moura, 85, Planalto, 27464366 Araújo das Flores / AP"
739,1991,"Lago Bárbara Novais, 58, Vila Betânia, 24698-984 Souza / MA"
740,1979,"Quadra de Pereira, 15, Barro Preto, 63920-413 Macedo / SC"
741,1717,"Alameda Ana Laura Moraes, 142, Boa Esperança, 17770-220 Vieira de Goiás / BA"
742,6,"Pátio de Farias, 4, São Francisco Das Chagas, 10727163 Machado / RJ"
743,2654,"Trevo de Ferreira, 660, Granja Werneck, 91779-715 Duarte / MS"
744,968,"Estrada de Fernandes, Mineirão, 31960-599 da Rosa da Prata / AP"
745,2681,"Viaduto de Barbosa, 17, Céu Azul, 31160-345 Alves / MA"
746,2681,"Avenida Bianca da Costa, 272, Flavio De Oliveira, 66116-428 Aparecida Alegre / PA"
747,1956,"Vila Moura, 8, Pantanal, 78714-300 Garcia / RS"
748,2971,"Feira Luana Borges, 7, Granja Werneck, 49441780 da Paz Alegre / SE"
749,1411,"Morro Sá, 46, Grajaú, 98696514 Lopes / MS"
750,2800,"Praça Ferreira, 29, Brasil Industrial, 71864575 Mendonça / SC"
751,2973,"Rodovia José da Cruz, 897, Conjunto Capitão Eduardo, 63860108 Martins / GO"
752,659,"Quadra Castro, 5, Nova Cachoeirinha, 41738640 Albuquerque de Novais / MS"
753,179,"Quadra Nunes, 47, Maria Virgínia, 75472629 Lima / MG"
754,1968,"Aeroporto da Paz, 8, Olaria, 85094354 Nunes / SE"
755,2155,"Trevo de Silva, 83, Novo Ouro Preto, 75372-780 Pacheco de Guerra / BA"
756,2698,"Conjunto de da Paz, 42, Vila Califórnia, 62761354 Brito / MS"
757,676,"Lagoa Gael Cardoso, 192, Nova Cachoeirinha, 20108145 Souza Grande / PR"
758,1579,"Núcleo Emanuel Garcia, 7, Bom Jesus, 91022963 Novaes da Prata / PB"
759,2849,"Aeroporto de da Rocha, 97, Venda Nova, 38500-908 Silveira das Flores / DF"
760,1179,"Avenida Barros, 9, Vila Fumec, 60103435 Caldeira do Galho / RO"
761,2806,"Loteamento de Vargas, 421, Madre Gertrudes, 55194462 Guerra de Minas / PI"
762,2377,"Recanto Lara Moreira, Vila Nova Cachoeirinha 3ª Seção, 77414-496 Albuquerque / PA"
763,1982,"Aeroporto de Almeida, 617, Mangueiras, 92791332 Castro / SE"
764,873,"Estação Leonardo Duarte, 23, Luxemburgo, 22588-085 Costa / ES"
765,112,"Praia Souza, 84, Vista Alegre, 56772-232 Duarte / SE"
766,2897,"Setor Zoe Porto, 6, Sion, 77693081 Moreira Paulista / MG"
767,1861,"Rua de Freitas, 3, Vila Madre Gertrudes 4ª Seção, 04397-493 Azevedo / GO"
768,2553,"Ladeira Júlia Moreira, 7, Nova Cintra, 79167252 Nunes / RN"
769,2457,"Feira Isaque Nascimento, 889, Mangabeiras, 34992628 Aparecida de Minas / DF"
770,2748,"Conjunto Pacheco, 81, Gameleira, 26201543 Araújo / RN"
771,711,"Favela Maria Eduarda Martins, 239, Santa Tereza, 49439-626 Machado do Amparo / PA"
772,2505,"Estação de da Luz, 327, Marçola, 66123109 Sales Alegre / MA"
773,1810,"Feira Lima, 39, Nova Granada, 29159489 Teixeira do Oeste / SE"
774,1292,"Lagoa de Abreu, 19, Padre Eustáquio, 85246617 Correia de Gonçalves / SC"
775,2370,"Feira Rodrigues, 43, Marajó, 04085406 Sales do Sul / MT"
776,1343,"Praça de Albuquerque, 9, Canadá, 36226819 Cavalcante da Praia / MS"
777,1762,"Lagoa Juliana Cavalcanti, 85, Marmiteiros, 51355309 Rios / RR"
778,2327,"Rodovia de Freitas, 1, Paraíso, 37538829 Azevedo / TO"
779,2575,"Loteamento de Lopes, 49, São Damião, 34325175 Duarte / MS"
780,591,"Ladeira Jade Pinto, Penha, 81710-650 Almeida / ES"
781,2099,"Rua de Macedo, 37, Vila Primeiro De Maio, 59573-042 Aparecida das Flores / TO"
782,1760,"Viela Cavalcante, 81, Vila Nova Cachoeirinha 2ª Seção, 32842024 Sousa / PB"
783,1604,"Estrada de Cardoso, 17, São Paulo, 19016304 Melo / SE"
784,972,"Ladeira de Montenegro, 33, Santa Cecilia, 16700-932 Fonseca / RN"
785,1510,"Lago da Luz, 390, Vila Independencia 3ª Seção, 64377-827 Souza de Minas / PB"
786,1561,"Condomínio Erick Campos, 608, Jardinópolis, 86976-902 Ferreira de Duarte / AP"
787,1210,"Sítio de Pimenta, 30, Jardim Guanabara, 09489371 Brito de da Rosa / MT"
788,986,"Morro Vinícius Leão, 96, Baleia, 28804-111 Sales / MS"
789,866,"Vale Mathias Pereira, 7, Nossa Senhora De Fátima, 65589665 Borges / RJ"
790,1045,"Setor Duarte, 39, Vila Nova Dos Milionarios, 05204351 Correia do Oeste / SE"
791,991,"Chácara Evelyn Sales, Vila São Rafael, 60449777 Guerra da Praia / PB"
792,2198,"Praia João Cirino, Estoril, 02053-740 Ramos / PE"
793,2405,"Recanto Pietra Pires, Rio Branco, 41626-901 Costela / RR"
794,1524,"Viela Emanuel Sá, Tiradentes, 25879-823 Sá / AM"
795,1866,"Sítio de Rodrigues, 4, Nossa Senhora Do Rosário, 70897053 Teixeira de da Rocha / BA"
796,976,"Travessa de Silveira, 3, Renascença, 85678211 Vargas do Amparo / MS"
797,2455,"Campo Pimenta, 25, Belvedere, 54000-281 Almeida / PR"
798,1384,"Estação Jade Fernandes, 114, Providencia, 73014349 Nascimento / PI"
799,2556,"Lago de Moura, 56, Maria Helena, 69366587 Nunes / AL"
800,2594,"Jardim Guerra, 3, Centro, 37035991 Cassiano / MS"
801,600,"Loteamento Vinícius Martins, 2, Jonas Veiga, 34308-351 Pires de Carvalho / RS"
802,1320,"Trevo de Macedo, 35, Etelvina Carneiro, 67354162 Abreu de Viana / RN"
803,998,"Vereda Alves, 652, Cônego Pinheiro 1ª Seção, 39699-021 Silveira de Siqueira / PI"
804,590,"Parque da Rosa, 6, Ouro Minas, 95183755 Pastor Grande / PI"
805,1052,"Esplanada de Silveira, 68, Das Industrias I, 12026-936 Souza do Norte / RJ"
806,2255,"Recanto Pastor, 86, Nazare, 79559-765 Marques / ES"
807,709,"Favela de Ferreira, 153, Túnel De Ibirité, 50688-438 Rios do Campo / RO"
808,2198,"Residencial de Vasconcelos, 14, Vila Jardim São José, 82578278 Fogaça da Mata / MS"
809,2887,"Travessa Alves, 48, Dom Silverio, 49680729 Ferreira do Sul / BA"
810,2911,"Favela Maria Cecília Gomes, Andiroba, 81909-621 Sales / AM"
811,2444,"Loteamento de Garcia, 24, Inconfidência, 07532-088 Moreira de Goiás / PR"
812,470,"Praia Ferreira, 776, Acaiaca, 74943155 Garcia / GO"
813,1831,"Favela de da Rocha, 4, Maria Tereza, 72043-650 Nascimento das Flores / AC"
814,1966,"Distrito de Pastor, 79, Marieta 2ª Seção, 53029-614 Andrade / MA"
815,839,"Aeroporto de Carvalho, 23, Ermelinda, 70241-103 Camargo / MS"
816,2834,"Jardim Alves, 20, Nova Cachoeirinha, 96905-808 Alves / PE"
817,744,"Via Fernandes, 21, Vera Cruz, 00214787 da Mata / CE"
818,2459,"Trecho Pimenta, 58, Novo São Lucas, 60569666 da Paz da Prata / PB"
819,1467,"Condomínio Jade Silveira, 96, Vila Dos Anjos, 95193-950 Sá / PB"
820,2480,"Vale de Moura, 582, Jardim Atlântico, 72452-292 Araújo do Campo / PR"
821,1021,"Feira de Nascimento, 30, Olaria, 34700-699 Sá / RJ"
822,2908,"Viela Ramos, 61, Cônego Pinheiro 1ª Seção, 71885278 Andrade / AL"
823,364,"Parque Ana Lívia Borges, 76, Lagoa, 59925105 Montenegro do Campo / RR"
824,2216,"Feira Luiz Henrique da Cunha, 6, Vila São Gabriel, 45097213 Guerra Alegre / AL"
825,2035,"Lagoa Ferreira, 13, Alípio De Melo, 10417403 da Costa de Lopes / RS"
826,862,"Feira Emanuel Sales, 98, Vila Madre Gertrudes 3ª Seção, 13535411 Cunha / AM"
827,1204,"Morro Pacheco, 28, Marieta 1ª Seção, 54195-670 Vieira / GO"
828,1597,"Vereda Ramos, Silveira, 03987-113 Sá de Casa Grande / RR"
829,1120,"Loteamento Maria Liz Monteiro, 59, Vila Copasa, 57194-418 Cavalcanti / DF"
830,2097,"Parque de Correia, Lagoinha, 00437-398 da Luz do Sul / PE"
831,828,"Praia de Vieira, 307, Das Industrias I, 68132-050 Cavalcanti do Oeste / MG"
832,1450,"Quadra Martins, 54, Marieta 3ª Seção, 95273-613 Macedo da Praia / PB"
833,1666,"Loteamento João Ribeiro, 92, Ouro Preto, 76401999 Pastor / PE"
834,1292,"Vereda de da Luz, 73, Xangri-Lá, 79237725 Porto / TO"
835,2994,"Recanto Pimenta, 77, Oeste, 25257709 da Costa dos Dourados / SE"
836,85,"Parque Noah Jesus, São Sebastião, 28209483 Rios / RS"
837,178,"Vila Moraes, 85, Itatiaia, 03089875 Caldeira do Galho / PR"
838,787,"Vila Luna Siqueira, 75, Túnel De Ibirité, 43781-801 Cirino / RO"
839,807,"Praia Olívia Melo, Liberdade, 33162693 Vieira / AC"
840,2474,"Loteamento Farias, 28, Leonina, 63670839 Sales de Goiás / AL"
841,670,"Avenida Machado, 21, Maria Tereza, 96004655 Marques da Prata / PE"
842,2283,"Largo de Fogaça, 995, Floramar, 08239-605 Guerra do Campo / MG"
843,1878,"Viela Gonçalves, 81, São Sebastião, 05786369 Carvalho de Farias / TO"
844,332,"Rodovia Ana Laura Barbosa, 56, Granja De Freitas, 89382879 da Mota / CE"
845,1028,"Residencial Anna Liz Pinto, 2, São José, 24091479 Nunes / TO"
846,2055,"Rodovia Enzo Gabriel da Conceição, 72, Santa Rita, 55850121 Cunha dos Dourados / PE"
847,1179,"Lagoa Leão, 275, Estoril, 69500340 da Paz dos Dourados / ES"
848,2821,"Chácara de Cirino, Santa Branca, 69045210 Caldeira Paulista / RN"
849,1993,"Distrito de da Luz, 28, São Lucas, 30661997 Campos / RJ"
850,1720,"Alameda de Sousa, 84, Vila Petropolis, 21574279 da Luz Grande / SP"
851,1287,"Alameda de Vargas, 25, Coqueiros, 19054688 Fogaça de Moreira / MG"
852,2760,"Vila Vitor Hugo Aparecida, 26, Vila Engenho Nogueira, 43980-310 Borges / CE"
853,2868,"Loteamento de Cavalcanti, 67, Vila Boa Vista, 64748-106 Gomes Paulista / CE"
854,2856,"Trevo de Jesus, 3, Alpes, 39121685 Cavalcante / RO"
855,1579,"Lagoa de Vargas, 3, Coração Eucarístico, 11921837 Sousa do Campo / SE"
856,224,"Viela Monteiro, 2, Pedreira Padro Lopes, 79185294 Barbosa de Costela / PB"
857,472,"Viaduto de Moraes, Vila Da Paz, 71132-097 Lopes / BA"
858,241,"Morro Araújo, 13, Jaqueline, 56622-211 Ramos de Minas / SP"
859,1371,"Rua de Sousa, 748, Milionario, 88142317 Porto da Mata / SC"
860,655,"Parque Cirino, 7, Horto Florestal, 92524-906 Rios do Campo / PE"
861,1091,"Distrito Gael Henrique Monteiro, 796, Nova Floresta, 72637735 da Mota / PA"
862,2519,"Vila de Araújo, 811, Vale Do Jatoba, 09030919 Caldeira das Flores / PA"
863,2950,"Vale Castro, 26, São Luiz, 99044-584 Correia de Sá / RS"
864,2289,"Rodovia Nicolas Vargas, 113, Frei Leopoldo, 18955447 da Mata de Fonseca / MS"
865,1795,"Morro Maria Júlia Sales, Bacurau, 73813-061 da Cruz de Pires / GO"
866,1266,"Vale de Fonseca, Diamante, 21858-578 Pires de Minas / RR"
867,2245,"Alameda Laís Abreu, 81, Buritis, 17366249 Moura / MG"
868,1700,"Pátio da Rosa, 79, Vila Copacabana, 00741-697 Borges / SE"
869,1974,"Quadra André Teixeira, 4, Estoril, 74680508 das Neves de Viana / TO"
870,1536,"Trecho Maria Luiza da Conceição, 51, Andiroba, 70323195 Peixoto / AC"
871,903,"Conjunto de da Rosa, 25, São Bento, 03463-872 Pimenta Paulista / CE"
872,2771,"Alameda das Neves, 34, Vila Jardim São José, 15959580 Novaes de Minas / RO"
873,368,"Sítio Lopes, Camponesa 1ª Seção, 28766-817 Cavalcanti de Goiás / CE"
874,2975,"Trecho Cavalcante, 41, Unidas, 70314-175 Novaes / RJ"
875,329,"Loteamento Matteo Fonseca, 74, Savassi, 96188319 Almeida / AL"
876,2573,"Conjunto Beatriz Pastor, 5, Cidade Jardim, 16760-021 Pires de Siqueira / RR"
877,374,"Setor de da Mota, 4, Maria Goretti, 08016-266 Ramos / GO"
878,2074,"Morro Cunha, Santa Efigênia, 73224-055 Cirino / RN"
879,72,"Conjunto Vitória Marques, 614, Nova Gameleira, 04774606 Silva / BA"
880,2704,"Rodovia José Moraes, 95, Vila Santo Antônio, 99274745 Pereira do Campo / PI"
881,2387,"Residencial de Macedo, 469, São João, 07246450 Rodrigues / AC"
882,2102,"Residencial Cavalcante, 28, Guaratã, 95265-329 Martins da Mata / GO"
883,1356,"Avenida Isabelly da Rocha, Álvaro Camargos, 10192-493 Farias de Minas / MA"
884,2444,"Jardim Alves, 226, Vale Do Jatoba, 84692767 Moura / PA"
885,393,"Condomínio Brito, Marieta 2ª Seção, 96676-460 da Mata / PB"
886,2309,"Ladeira Rodrigo Castro, 8, Alto Vera Cruz, 78201-667 Pastor / DF"
887,963,"Vereda de Aparecida, 24, Santa Monica, 37207437 Mendes / PI"
888,83,"Aeroporto Bruna Sales, 21, Vila Nova Gameleira 2ª Seção, 30982849 Viana Paulista / PI"
889,169,"Estrada Sá, 963, Conjunto Califórnia Ii, 97997330 Mendonça da Praia / PA"
890,392,"Núcleo Luigi da Rocha, Camponesa 1ª Seção, 17544-758 Aragão / MT"
891,2991,"Lagoa Porto, 40, Glória, 56581-069 Fonseca do Amparo / PR"
892,1279,"Via de Almeida, 64, Vila Copacabana, 30729393 da Rosa / RS"
893,375,"Avenida Noah Pires, 56, Boa União 1ª Seção, 95211722 Caldeira Verde / RR"
894,2409,"Via de Câmara, 49, Baleia, 91562-157 Porto / MS"
895,1604,"Sítio de Correia, 123, Tirol, 54397144 Porto das Flores / AC"
896,2908,"Jardim de Aparecida, 500, Vila Jardim Montanhes, 54593293 Pimenta / RO"
897,526,"Morro de Ramos, 8, Xodo-Marize, 72258-201 da Mata / AM"
898,2359,"Trecho Alexia Casa Grande, 7, Trevo, 54017079 Brito / AM"
899,2504,"Estrada Costela, 79, Olaria, 78757-760 Siqueira / DF"
900,2176,"Lagoa Campos, 3, Vila Independencia 3ª Seção, 25926962 Lopes / AM"
901,811,"Feira de Peixoto, 200, Conjunto Taquaril, 01422-550 da Rocha / DF"
902,1138,"Viela de da Cunha, 66, Jaraguá, 87265-370 Santos / AP"
903,1211,"Área Rebeca Pinto, 8, Vila Da Luz, 84244-553 Ramos / MS"
904,651,"Largo Melo, Miramar, 07287-841 Borges / RS"
905,753,"Avenida Maitê Souza, 2, Novo São Lucas, 33561309 da Rosa / MG"
906,2419,"Aeroporto Miguel Ramos, 10, Vila São João Batista, 14184149 Siqueira / PB"
907,926,"Vila Pinto, Vila Paquetá, 81675-773 Pires de Lima / RN"
908,561,"Feira de Nunes, 8, Bom Jesus, 14466-173 Silva do Sul / MS"
909,533,"Lago Pedro Garcia, 14, Ipe, 12154706 Cunha / SP"
910,936,"Vereda Ana Sophia Farias, 479, São Jorge 1ª Seção, 04991767 Silva das Pedras / MG"
911,1057,"Distrito de Freitas, 812, Miramar, 33921-341 Porto / PA"
912,2032,"Distrito Vieira, 782, Acaiaca, 95796489 Garcia do Oeste / MT"
913,1244,"Ladeira Pires, 69, Pongelupe, 98160-295 Nogueira do Galho / BA"
914,596,"Quadra Isabel Dias, 22, Capitão Eduardo, 70924008 Leão / SC"
915,2524,"Recanto Alice Ramos, 56, Cidade Nova, 81162-634 Lima / RS"
916,1112,"Avenida Anna Liz da Costa, 253, Jardim Leblon, 73232-542 Brito / ES"
917,838,"Setor da Cruz, 593, Vila Santa Rosa, 06370632 Lima / MS"
918,322,"Trecho de Câmara, 41, Santa Cruz, 99300-105 Farias dos Dourados / PE"
919,559,"Quadra Olivia Farias, 679, Vila Maloca, 43523-228 Sá Verde / RO"
920,2720,"Campo Jesus, 892, Gutierrez, 60330-038 Nogueira / MG"
921,1667,"Praça Levi Melo, 60, Nova Suíça, 19794729 da Conceição / ES"
922,746,"Rodovia Elisa Rezende, 406, Apolonia, 41785-921 Moraes / ES"
923,815,"Vale de Moraes, 38, Parque São José, 77516925 da Mata de Pimenta / PE"
924,2412,"Avenida de Aragão, 6, Centro, 00601688 Macedo / RO"
925,71,"Trecho de Guerra, 81, Taquaril, 12678327 Lopes / RN"
926,1440,"Parque Ramos, 10, Aarão Reis, 63614778 Costela da Praia / MT"
927,2203,"Alameda Bruna Albuquerque, Outro, 99569-689 Cirino de Campos / RS"
928,2698,"Setor Vargas, 86, Parque São José, 76249388 Castro / MT"
929,1966,"Morro de da Rocha, 93, Vila Piratininga Venda Nova, 16801-613 da Rocha / PA"
930,2778,"Viela Guerra, Novo Santa Cecilia, 87397-136 Camargo da Mata / AP"
931,517,"Favela Olivia Ribeiro, 6, Bonsucesso, 64998-196 Silveira de Fogaça / RO"
932,1110,"Morro de Nascimento, 8, Laranjeiras, 20946-673 Moreira / CE"
933,335,"Praia de Lopes, 39, Mariano De Abreu, 23710360 da Rosa de Pires / MS"
934,2951,"Vereda de Fogaça, Pirineus, 11439520 Araújo de Ferreira / DF"
935,2865,"Praça Martins, Cardoso, 62042-092 Araújo do Galho / MG"
936,2532,"Morro de Carvalho, Maria Virgínia, 32209-944 Azevedo / MG"
937,2832,"Avenida Porto, 930, Vila Satélite, 53188263 Fernandes Grande / PA"
